EventID,iz,iy,Left,Right
69,1,0,9,3
69,1,1,2952,941
69,2,0,3,0
69,2,1,31,9
70,0,0,0,0
70,0,1,0,0
70,1,0,0,0
70,1,1,0,0
70,2,0,0,0
70,2,1,0,0
71,0,0,0,0
71,0,1,3,1
71,1,0,0,0
71,1,1,3,3
71,2,0,1,0
71,2,1,404,612
3,0,0,0,0
3,0,1,0,0
3,1,0,0,0
3,1,1,0,0
3,2,0,0,0
3,2,1,0,0
4,0,0,0,2
4,0,1,7,15
4,1,0,2,4
4,1,1,1044,2170
4,2,0,0,1
4,2,1,10,11
5,0,0,1425,286
5,0,1,6,0
5,1,0,13,1
5,1,1,0,0
5,2,0,11,0
5,2,1,0,0
96,0,0,0,0
96,0,1,0,0
96,1,0,0,0
96,1,1,0,0
96,2,0,0,0
96,2,1,0,0
97,0,0,0,0
97,0,1,0,0
97,1,0,0,0
97,1,1,0,0
97,2,0,0,0
97,2,1,0,0
98,0,0,0,0
98,0,1,0,0
98,1,0,0,0
98,1,1,0,0
98,2,0,0,0
98,2,1,0,0
99,0,0,0,0
99,0,1,0,0
99,1,0,0,0
99,1,1,0,0
99,2,0,0,0
99,2,1,0,0
15,0,0,0,0
15,0,1,0,0
15,1,0,0,0
15,1,1,0,0
15,2,0,0,0
15,2,1,0,0
16,0,0,0,0
16,0,1,0,0
16,1,0,0,0
16,1,1,0,0
16,2,0,0,0
16,2,1,0,0
17,0,0,2,0
17,0,1,429,210
17,1,0,1,0
17,1,1,5,0
17,2,0,0,0
17,2,1,0,1
57,0,0,0,0
57,0,1,0,0
57,1,0,0,0
57,1,1,0,0
57,2,0,0,0
57,2,1,0,0
58,0,0,0,0
58,0,1,7,6
58,1,0,8,7
58,1,1,1472,998
58,2,0,0,0
58,2,1,12,15
59,0,0,0,0
59,0,1,0,0
59,1,0,0,0
59,1,1,0,0
59,2,0,0,0
59,2,1,0,0
90,0,0,1,10
90,0,1,0,0
90,1,0,21,11
90,1,1,2,0
90,2,0,1178,1596
90,2,1,8,10
91,0,0,0,0
91,0,1,0,0
91,1,0,0,0
91,1,1,0,0
91,2,0,0,0
91,2,1,0,0
92,0,0,0,0
92,0,1,0,0
92,1,0,0,0
92,1,1,0,0
92,2,0,0,0
92,2,1,0,0
9,0,0,0,0
9,0,1,0,0
9,1,0,0,0
9,1,1,0,0
9,2,0,0,0
9,2,1,0,0
10,0,0,0,0
10,0,1,0,0
10,1,0,0,0
10,1,1,0,0
10,2,0,0,0
10,2,1,0,0
11,0,0,1,3
11,0,1,1,1
11,1,0,16,18
11,1,1,0,0
11,2,0,1743,1765
11,2,1,4,11
18,0,0,0,0
18,0,1,0,0
18,1,0,0,0
18,1,1,0,0
18,2,0,0,0
18,2,1,0,0
19,0,0,0,0
19,0,1,0,0
19,1,0,0,0
19,1,1,0,0
19,2,0,0,0
19,2,1,0,0
20,0,0,0,0
20,0,1,0,0
20,1,0,0,0
20,1,1,0,0
20,2,0,0,0
20,2,1,0,0
33,0,0,4,0
33,0,1,772,241
33,1,0,0,0
33,1,1,6,1
33,2,0,0,0
33,2,1,0,1
34,0,0,0,0
34,0,1,0,0
34,1,0,0,0
34,1,1,0,0
34,2,0,0,0
34,2,1,0,0
35,0,0,0,0
35,0,1,0,0
35,1,0,0,0
35,1,1,0,0
35,2,0,0,0
35,2,1,0,0
60,0,0,0,0
60,0,1,0,0
60,1,0,0,0
60,1,1,0,0
60,2,0,0,0
60,2,1,0,0
61,0,0,0,0
61,0,1,0,0
61,1,0,0,0
61,1,1,0,0
61,2,0,0,0
61,2,1,0,0
62,0,0,0,0
62,0,1,0,0
62,1,0,0,0
62,1,1,0,0
62,2,0,0,0
62,2,1,0,0
63,0,0,0,0
63,0,1,0,0
63,1,0,0,0
63,1,1,0,0
63,2,0,0,0
63,2,1,0,0
64,0,0,28,0
64,0,1,3323,187
64,1,0,21,0
64,1,1,1919,115
64,2,0,2,0
64,2,1,26,1
65,0,0,1219,2310
65,0,1,3,7
65,1,0,9,15
65,1,1,0,1
65,2,0,5,10
65,2,1,1,0
